,name,price,qty,category
11393,코코_불빛요요별사탕,1500,100,snack
11394,해태_얼초공룡만들기,3500,100,snack
11395,롯데_스타케익요거트애플,3000,100,snack
11396,롯데_디저뜨와치즈케이크,1200,100,snack
11397,롯데_디저뜨와브라우니,1200,100,snack
11398,동서_리츠초코샌드77g,1500,100,snack
11399,프링글스_스위트칠리110g,3500,100,snack
11400,롯데_빵판다쌀쉬폰케이크,3800,100,snack
11401,삼립_부드러운단팥왕호빵,1700,100,snack
11402,삼립_고기부추왕호빵,1700,100,snack
11403,롯데_가나다크밀크,2000,100,snack
11404,로투스_비스코프1500,1500,100,snack
11405,삼양_짱구115g,1300,100,snack
11406,크라운_콘칲골드,1200,100,snack
11407,HEYROO크림맛팝콘,1200,100,snack
11408,징코_우유카스테라,2000,100,snack
11409,일신_먹는색종이과일ICE,1500,100,snack
11410,일신_먹는색종이딸기맛,1500,100,snack
11411,미성_허쉬다크볼아사이,1800,100,snack
11412,미성_허쉬다크볼석류,1800,100,snack
11413,네슬레_프루팁스자몽30g,1000,100,snack
