,rules,support,confidence,coverage,lift,count
131,{에이치비_우유식빵} => {매일_멸균흰우유200ml},0.0466737250749956,0.459600347523892,0.101552849832363,1.52135231858522,529
132,{에이치비_우유식빵} => {지구인_채식주의샐러드볼},0.0440268219516499,0.43353605560382297,0.101552849832363,1.30336807804078,499
133,{동원_통그릴델리햄150g} => {실속_1500모닝롤6입},0.0247044291512264,0.277502477700694,0.0890241750485266,1.38129691798843,280
134,{동원_통그릴델리햄150g} => {매일_멸균흰우유200ml},0.0337038997706017,0.37859266600594604,0.0890241750485266,1.25320364384095,382
135,{동원_통그릴델리햄150g} => {지구인_채식주의샐러드볼},0.0508205399682372,0.570862239841427,0.0890241750485266,1.7162208557991299,576
136,{김천_깨끗한계란10입} => {동원_체다치즈3입},0.023116287277218997,0.25511197663096397,0.09061231692253399,1.7673833393247802,262
137,{김천_깨끗한계란10입} => {실속_1500모닝롤6입},0.0241750485265573,0.26679649464459604,0.09061231692253399,1.32800679415979,274
138,{김천_깨끗한계란10입} => {매일_멸균흰우유200ml},0.0391741662255161,0.432327166504382,0.09061231692253399,1.4310736288436499,444
139,{김천_깨끗한계란10입} => {지구인_채식주의샐러드볼},0.0507323098641256,0.5598831548198641,0.09061231692253399,1.683213707355,575
140,{서울_ABC주스} => {선명_하루견과요거트},0.0264690312334569,0.273473108477666,0.0967884242103406,1.74720643263014,300
141,{서울_ABC주스} => {크라운_새콤달콤블루소다},0.0250573495676725,0.258887876025524,0.0967884242103406,1.3801670681436002,284
142,{서울_ABC주스} => {매일_멸균흰우유200ml},0.0369684136227281,0.38195077484047396,0.0967884242103406,1.26431953330664,419
143,{서울_ABC주스} => {지구인_채식주의샐러드볼},0.0473795659078878,0.48951686417502294,0.0967884242103406,1.47166688025456,537
144,{동원_체다치즈3입} => {선명_하루견과요거트},0.0397035468501853,0.275061124694377,0.144344450326451,1.75735219125483,450
145,{선명_하루견과요거트} => {동원_체다치즈3입},0.0397035468501853,0.253664036076663,0.15652020469384198,1.75735219125483,450
146,{동원_체다치즈3입} => {실속_1500모닝롤6입},0.0407623080995236,0.28239608801955995,0.144344450326451,1.40565536302753,462
147,{동원_체다치즈3입} => {매일_멸균흰우유200ml},0.0602611611081701,0.417481662591687,0.144344450326451,1.38193258288966,683
148,{동원_체다치즈3입} => {지구인_채식주의샐러드볼},0.0729662961002294,0.505501222493888,0.144344450326451,1.5197217123993998,827
149,{선명_하루견과요거트} => {실속_1500모닝롤6입},0.0410269984118581,0.262119503945885,0.15652020469384198,1.30472659539862,465
150,{선명_하루견과요거트} => {매일_멸균흰우유200ml},0.0685547908946533,0.437993235625705,0.15652020469384198,1.4498292443287801,777
151,{선명_하루견과요거트} => {지구인_채식주의샐러드볼},0.0802893947414858,0.512965050732807,0.15652020469384198,1.5421607122030903,910
152,{크라운_새콤달콤블루소다} => {매일_멸균흰우유200ml},0.0548791247573672,0.29256820319849497,0.18757720134109804,0.968448602526793,622
153,{크라운_새콤달콤블루소다} => {지구인_채식주의샐러드볼},0.065643197458973,0.349952963311383,0.18757720134109804,1.05208670720722,744
154,{실속_1500모닝롤6입} => {매일_멸균흰우유200ml},0.0702311628727722,0.349582784365393,0.200899947061938,1.1571761910038998,796
155,{실속_1500모닝롤6입} => {지구인_채식주의샐러드볼},0.0790541732839245,0.393500219587176,0.200899947061938,1.1830056999472298,896
156,{매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼},0.135786130227634,0.449474299065421,0.30209987647785397,1.35128427204442,1539
157,{지구인_채식주의샐러드볼} => {매일_멸균흰우유200ml},0.135786130227634,0.408222811671088,0.33262749250044105,1.35128427204442,1539
158,"{마니커_바사삭치킨한마리,매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼}",0.0123522145756132,0.6930693069306929,0.0178224810305276,2.08362003309084,140
159,"{지구인_채식주의샐러드볼,마니커_바사삭치킨한마리} => {매일_멸균흰우유200ml}",0.0123522145756132,0.5363984674329499,0.0230280571731075,1.77556665592437,140
160,"{동원_지중해황도410g,매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼}",0.0103229221810482,0.5416666666666671,0.0190577024880889,1.62844827586207,117
161,"{지구인_채식주의샐러드볼,동원_지중해황도410g} => {매일_멸균흰우유200ml}",0.0103229221810482,0.557142857142857,0.0185283218634198,1.8442339786381798,117
162,"{CJ_백설밀가루1kg,매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼}",0.0109405329098288,0.593301435406699,0.0184400917593083,1.7836812914852802,124
163,"{지구인_채식주의샐러드볼,CJ_백설밀가루1kg} => {매일_멸균흰우유200ml}",0.0109405329098288,0.37689969604863205,0.029027704252691005,1.24759963639463,124
164,"{롯데_허쉬아몬드초콜릿,매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼}",0.0120875242632786,0.48581560283687897,0.0248808893594494,1.4605395338337401,137
165,"{지구인_채식주의샐러드볼,롯데_허쉬아몬드초콜릿} => {매일_멸균흰우유200ml}",0.0120875242632786,0.5330739299610889,0.0226751367566614,1.7645618931597502,137
166,"{돌_후룻바틀파인애플666g,세척사과} => {지구인_채식주의샐러드볼}",0.0108523028057173,0.611940298507463,0.0177342509264161,1.83971653668,123
167,"{지구인_채식주의샐러드볼,세척사과} => {돌_후룻바틀파인애플666g}",0.0108523028057173,0.338842975206612,0.0320275277924828,3.7213626753795896,123
168,"{지구인_채식주의샐러드볼,돌_후룻바틀파인애플666g} => {세척사과}",0.0108523028057173,0.25,0.0434092112228692,3.8084677419354804,123
169,"{세척사과,선명_하루견과요거트} => {지구인_채식주의샐러드볼}",0.0104111522851597,0.666666666666667,0.0156167284277395,2.0042440318302397,118
170,"{지구인_채식주의샐러드볼,세척사과} => {선명_하루견과요거트}",0.0104111522851597,0.32506887052341604,0.0320275277924828,2.07684925508027,118
171,"{세척사과,매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼}",0.0193223928004235,0.615168539325843,0.0314099170637021,1.8494218102703202,219
172,"{지구인_채식주의샐러드볼,세척사과} => {매일_멸균흰우유200ml}",0.0193223928004235,0.603305785123967,0.0320275277924828,1.99704082026724,219
173,"{이멕스_비첸지밀크크림65g,동원_체다치즈3입} => {지구인_채식주의샐러드볼}",0.0115581436386095,0.7277777777777779,0.0158814187400741,2.18796640141468,131
174,"{지구인_채식주의샐러드볼,이멕스_비첸지밀크크림65g} => {동원_체다치즈3입}",0.0115581436386095,0.317191283292978,0.0364390329980589,2.19746088315563,131
175,"{이멕스_비첸지밀크크림65g,선명_하루견과요거트} => {매일_멸균흰우유200ml}",0.0110287630139404,0.6038647342995171,0.0182636315510852,1.99889103345524,125
176,"{이멕스_비첸지밀크크림65g,매일_멸균흰우유200ml} => {선명_하루견과요거트}",0.0110287630139404,0.348189415041783,0.0316746073760367,2.22456529316999,125
177,"{이멕스_비첸지밀크크림65g,선명_하루견과요거트} => {지구인_채식주의샐러드볼}",0.0126169048879478,0.690821256038647,0.0182636315510852,2.07686156921539,143
178,"{지구인_채식주의샐러드볼,이멕스_비첸지밀크크림65g} => {선명_하루견과요거트}",0.0126169048879478,0.346246973365617,0.0364390329980589,2.2121551274666897,143
179,"{이멕스_비첸지밀크크림65g,매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼}",0.0205576142579848,0.649025069637883,0.0316746073760367,1.9512069334948998,233
180,"{지구인_채식주의샐러드볼,이멕스_비첸지밀크크림65g} => {매일_멸균흰우유200ml}",0.0205576142579848,0.564164648910412,0.0364390329980589,1.86747725781268,233
181,"{푸드_뉴혼당패스트리,매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼}",0.0149991176989589,0.447368421052632,0.0335274395623787,1.3449532318860802,170
182,"{지구인_채식주의샐러드볼,푸드_뉴혼당패스트리} => {매일_멸균흰우유200ml}",0.0149991176989589,0.5592105263157889,0.0268219516499029,1.8510783017707801,170
183,"{새롬_썬키스트오렌지3입망,선명_하루견과요거트} => {매일_멸균흰우유200ml}",0.0111169931180519,0.591549295774648,0.0187930121757544,1.9581249177306799,126
184,"{새롬_썬키스트오렌지3입망,매일_멸균흰우유200ml} => {선명_하루견과요거트}",0.0111169931180519,0.337801608579088,0.032909828833598,2.15819810126008,126
185,"{새롬_썬키스트오렌지3입망,선명_하루견과요거트} => {지구인_채식주의샐러드볼}",0.0101464619728251,0.539906103286385,0.0187930121757544,1.62315537789069,115
186,"{지구인_채식주의샐러드볼,새롬_썬키스트오렌지3입망} => {선명_하루견과요거트}",0.0101464619728251,0.291878172588832,0.03476266101994,1.8647954949953898,115
187,"{새롬_썬키스트오렌지3입망,매일_멸균흰우유200ml} => {지구인_채식주의샐러드볼}",0.0188812422798659,0.57372654155496,0.032909828833598,1.7248319952212,214
188,"{지구인_채식주의샐러드볼,새롬_썬키스트오렌지3입망} => {매일_멸균흰우유200ml}",0.0188812422798659,0.543147208121827,0.03476266101994,1.79790609137056,214
189,"{동원_체다치즈3입,CJ_맛있는소시지160g} => {지구인_채식주의샐러드볼}",0.0112934533262749,0.542372881355932,0.0208223045703194,1.6305714157263003,128
190,"{지구인_채식주의샐러드볼,CJ_맛있는소시지160g} => {동원_체다치즈3입}",0.0112934533262749,0.32989690721649495,0.0342332803952709,2.2854838303128098,128
191,"{CJ_맛있는소시지160g,선명_하루견과요거트} => {지구인_채식주의샐러드볼}",0.0103229221810482,0.590909090909091,0.0174695606140815,1.7764890282131698,117
192,"{지구인_채식주의샐러드볼,CJ_맛있는소시지160g} => {선명_하루견과요거트}",0.0103229221810482,0.30154639175257697,0.0342332803952709,1.92656527853648,117
193,"{실속_1500모닝롤6입,CJ_맛있는소시지160g} => {매일_멸균흰우유200ml}",0.0104111522851597,0.372239747634069,0.0279689430033527,1.23217444500133,118
194,"{CJ_맛있는소시지160g,매일_멸균흰우유200ml} => {실속_1500모닝롤6입}",0.0104111522851597,0.33333333333333304,0.0312334568554791,1.65920070267896,118
