rules,support,confidence,coverage,lift,count
{11745} => {10888},0.065643197458973,0.349952963311383,0.187577201341098,1.05208670720722,744
{11593} => {13473},0.0702311628727722,0.349582784365393,0.200899947061938,1.1571761910039,796
{11593} => {10888},0.0790541732839245,0.393500219587176,0.200899947061938,1.18300569994723,896
{13473} => {10888},0.135786130227634,0.449474299065421,0.302099876477854,1.35128427204442,1539
{10888} => {13473},0.135786130227634,0.408222811671088,0.332627492500441,1.35128427204442,1539
{12156,13473} => {10888},0.0123522145756132,0.693069306930693,0.0178224810305276,2.08362003309084,140
{10888,12156} => {13473},0.0123522145756132,0.53639846743295,0.0230280571731075,1.77556665592437,140
{12964,13473} => {10888},0.0103229221810482,0.541666666666667,0.0190577024880889,1.62844827586207,117
{10888,12964} => {13473},0.0103229221810482,0.557142857142857,0.0185283218634198,1.84423397863818,117
{12665,13473} => {10888},0.0109405329098288,0.593301435406699,0.0184400917593083,1.78368129148528,124
{10888,12665} => {13473},0.0109405329098288,0.376899696048632,0.029027704252691,1.24759963639463,124
{11971,13473} => {10888},0.0120875242632786,0.485815602836879,0.0248808893594494,1.46053953383374,137
{10888,11971} => {13473},0.0120875242632786,0.533073929961089,0.0226751367566614,1.76456189315975,137
{11496,12766} => {10888},0.0108523028057173,0.611940298507463,0.0177342509264161,1.83971653668,123
{10888,12766} => {11496},0.0108523028057173,0.338842975206612,0.0320275277924828,3.72136267537959,123
{10888,11496} => {12766},0.0108523028057173,0.25,0.0434092112228692,3.80846774193548,123
{12766,13212} => {10888},0.0104111522851597,0.666666666666667,0.0156167284277395,2.00424403183024,118
{10888,12766} => {13212},0.0104111522851597,0.325068870523416,0.0320275277924828,2.07684925508027,118
{12766,13473} => {10888},0.0193223928004235,0.615168539325843,0.0314099170637021,1.84942181027032,219
{10888,12766} => {13473},0.0193223928004235,0.603305785123967,0.0320275277924828,1.99704082026724,219
{11499,12100} => {10888},0.0115581436386095,0.727777777777778,0.0158814187400741,2.18796640141468,131
{10888,11499} => {12100},0.0115581436386095,0.317191283292978,0.0364390329980589,2.19746088315563,131
{11499,13212} => {13473},0.0110287630139404,0.603864734299517,0.0182636315510852,1.99889103345524,125
{11499,13473} => {13212},0.0110287630139404,0.348189415041783,0.0316746073760367,2.22456529316999,125
{11499,13212} => {10888},0.0126169048879478,0.690821256038647,0.0182636315510852,2.07686156921539,143
{10888,11499} => {13212},0.0126169048879478,0.346246973365617,0.0364390329980589,2.21215512746669,143
{11499,13473} => {10888},0.0205576142579848,0.649025069637883,0.0316746073760367,1.9512069334949,233
{10888,11499} => {13473},0.0205576142579848,0.564164648910412,0.0364390329980589,1.86747725781268,233
{11893,13473} => {10888},0.0149991176989589,0.447368421052632,0.0335274395623787,1.34495323188608,170
{10888,11893} => {13473},0.0149991176989589,0.559210526315789,0.0268219516499029,1.85107830177078,170
{12121,13212} => {13473},0.0111169931180519,0.591549295774648,0.0187930121757544,1.95812491773068,126
{12121,13473} => {13212},0.0111169931180519,0.337801608579088,0.032909828833598,2.15819810126008,126
{12121,13212} => {10888},0.0101464619728251,0.539906103286385,0.0187930121757544,1.62315537789069,115
{10888,12121} => {13212},0.0101464619728251,0.291878172588832,0.03476266101994,1.86479549499539,115
{12121,13473} => {10888},0.0188812422798659,0.57372654155496,0.032909828833598,1.7248319952212,214
{10888,12121} => {13473},0.0188812422798659,0.543147208121827,0.03476266101994,1.79790609137056,214
{12100,13129} => {10888},0.0112934533262749,0.542372881355932,0.0208223045703194,1.6305714157263,128
{10888,13129} => {12100},0.0112934533262749,0.329896907216495,0.0342332803952709,2.28548383031281,128
{13129,13212} => {10888},0.0103229221810482,0.590909090909091,0.0174695606140815,1.77648902821317,117
{10888,13129} => {13212},0.0103229221810482,0.301546391752577,0.0342332803952709,1.92656527853648,117
{11593,13129} => {13473},0.0104111522851597,0.372239747634069,0.0279689430033527,1.23217444500133,118
{13129,13473} => {11593},0.0104111522851597,0.333333333333333,0.0312334568554791,1.65920070267896,118
{11593,13129} => {10888},0.0120875242632786,0.43217665615142,0.0279689430033527,1.29928122568175,137
{10888,13129} => {11593},0.0120875242632786,0.353092783505155,0.0342332803952709,1.75755538350787,137
{13129,13473} => {10888},0.0162343391565202,0.519774011299435,0.0312334568554791,1.56263094007103,184
{10888,13129} => {13473},0.0162343391565202,0.474226804123711,0.0342332803952709,1.5697682821081,184
{12659,13212} => {10888},0.0104111522851597,0.605128205128205,0.017204870301747,1.81923689043052,118
{10888,12659} => {13212},0.0104111522851597,0.28992628992629,0.0359096523733898,1.85232501128781,118
{12659,13473} => {10888},0.0140285865537321,0.554006968641115,0.0253220398800071,1.66554774073698,159
{10888,12659} => {13473},0.0140285865537321,0.390663390663391,0.0359096523733898,1.29315971664103,159
{11132,13212} => {10888},0.0109405329098288,0.649214659685864,0.0168519498853009,1.95177691057814,124
{10888,11132} => {13212},0.0109405329098288,0.312342569269521,0.0350273513322746,1.99554153331497,124
{11132,13473} => {10888},0.0124404446797247,0.54863813229572,0.0226751367566614,1.64940705343228,141
{10888,11132} => {13473},0.0124404446797247,0.355163727959698,0.0350273513322746,1.1756500270722,141
{13212,13643} => {10888},0.0100582318687136,0.504424778761062,0.0199400035292042,1.51648552850872,114
{10888,13643} => {13212},0.0100582318687136,0.301587301587302,0.0333509793541556,1.9268266494873,114
{11593,13643} => {13473},0.0102346920769367,0.464,0.0220575260278807,1.53591588785047,116
{13473,13643} => {11593},0.0102346920769367,0.268518518518519,0.0381154049761779,1.33657834382472,116
{13473,13643} => {10888},0.0176460208223046,0.462962962962963,0.0381154049761779,1.39183613321544,200
{10888,13643} => {13473},0.0176460208223046,0.529100529100529,0.0333509793541556,1.75140928645602,200
{11053,12100} => {10888},0.0113816834303864,0.635467980295567,0.0179107111346391,1.91044936038991,129
{11053,13212} => {10888},0.0128815952002823,0.651785714285714,0.0197635433209811,1.95950644183403,146
{10888,11053} => {13212},0.0128815952002823,0.270871985157699,0.0475560261161108,1.73058798183617,146
{11053,11745} => {10888},0.0104111522851597,0.605128205128205,0.017204870301747,1.81923689043052,118
{11053,11593} => {10888},0.0134109758249515,0.620408163265306,0.0216163755073231,1.86517403778488,152
{10888,11053} => {11593},0.0134109758249515,0.282003710575139,0.0475560261161108,1.40370226423304,152
{11053,13473} => {10888},0.0190577024880889,0.654545454545455,0.0291159343568025,1.96780323125151,216
{10888,11053} => {13473},0.0190577024880889,0.400742115027829,0.0475560261161108,1.32652194267682,216
{12100,12389} => {10888},0.0107640727016058,0.592233009708738,0.0181754014469737,1.7804692127424,122
{12389,13212} => {10888},0.0115581436386095,0.655,0.0176460208223046,1.96916976127321,131
{11745,12389} => {10888},0.0109405329098288,0.561085972850679,0.0194988530086465,1.68682981864445,124
{11593,12389} => {10888},0.0112052232221634,0.587962962962963,0.0190577024880889,1.76763188918361,127
{12389,13473} => {10888},0.0190577024880889,0.629737609329446,0.0302629257102523,1.89322176767638,216
{10888,12389} => {13473},0.0190577024880889,0.409090909090909,0.0465854949708841,1.35415781648258,216
{11091,11496} => {13473},0.0112934533262749,0.606635071090047,0.0186165519675313,2.00806130132436,128
{11496,13473} => {11091},0.0112934533262749,0.261758691206544,0.0431445209105347,2.57756125641613,128
{11091,11496} => {10888},0.0104993823892712,0.563981042654028,0.0186165519675313,1.6955334582071,119
{11496,12100} => {13473},0.0122639844715017,0.601731601731602,0.0203811540497618,1.99183001577861,139
{11496,13473} => {12100},0.0122639844715017,0.284253578732106,0.0431445209105347,1.96927265363673,139
{11496,12100} => {10888},0.0124404446797247,0.61038961038961,0.0203811540497618,1.83505460057184,141
{10888,11496} => {12100},0.0124404446797247,0.286585365853659,0.0434092112228692,1.98542697835291,141
{11496,13212} => {13473},0.0154402682195165,0.607638888888889,0.0254102699841186,2.01138410241433,175
{11496,13473} => {13212},0.0154402682195165,0.357873210633947,0.0431445209105347,2.28643459375713,175
{11496,13212} => {10888},0.0151755779071819,0.597222222222222,0.0254102699841186,1.79546861184792,172
{10888,11496} => {13212},0.0151755779071819,0.349593495934959,0.0434092112228692,2.23353589792944,172
{11496,11593} => {13473},0.011646373742721,0.511627906976744,0.0227633668607729,1.69357204955444,132
{11496,13473} => {11593},0.011646373742721,0.269938650306748,0.0431445209105347,1.3436471948075,132
{11496,11593} => {10888},0.011469913534498,0.503875968992248,0.0227633668607729,1.51483560545309,130
{10888,11496} => {11593},0.011469913534498,0.264227642276423,0.0434092112228692,1.31522006919674,130
{11496,13473} => {10888},0.0242632786306688,0.562372188139059,0.0431445209105347,1.69069665261753,275
{10888,11496} => {13473},0.0242632786306688,0.558943089430894,0.0434092112228692,1.8501930419421,275
{12100,12138} => {10888},0.011469913534498,0.585585585585586,0.0195870831127581,1.76048462255359,130
{10888,12138} => {12100},0.011469913534498,0.281995661605206,0.040674077995412,1.95363009085171,130
{12138,13212} => {10888},0.0113816834303864,0.6,0.0189694723839774,1.80381962864721,129
{10888,12138} => {13212},0.0113816834303864,0.279826464208243,0.040674077995412,1.78779771439472,129
{11593,12138} => {10888},0.0112934533262749,0.533333333333333,0.0211752249867655,1.60339522546419,128
{10888,12138} => {11593},0.0112934533262749,0.27765726681128,0.040674077995412,1.38206739659159,128
{12138,13473} => {10888},0.017204870301747,0.503875968992248,0.0341450502911593,1.51483560545309,195
{10888,12138} => {13473},0.017204870301747,0.422993492407809,0.040674077995412,1.40017764104851,195
{12711,13090} => {10888},0.0110287630139404,0.637755102040816,0.0172931004058585,1.91732528555189,125
{12100,13090} => {13473},0.0102346920769367,0.467741935483871,0.0218810658196577,1.54830230630087,116
{13090,13473} => {12100},0.0102346920769367,0.287841191066998,0.0355567319569437,1.99412717576611,116
{12100,13090} => {10888},0.013499205929063,0.616935483870968,0.0218810658196577,1.85473389235903,153
{10888,13090} => {12100},0.013499205929063,0.291428571428571,0.0463208046585495,2.01898009081383,153
{13090,13212} => {13473},0.0109405329098288,0.532188841201717,0.0205576142579848,1.76163210460872,124
{13090,13473} => {13212},0.0109405329098288,0.307692307692308,0.0355567319569437,1.96583123753361,124
{13090,13212} => {10888},0.0127933650961708,0.622317596566524,0.0205576142579848,1.87091449323209,145
{10888,13090} => {13212},0.0127933650961708,0.276190476190476,0.0463208046585495,1.76456756321469,145
{11593,13090} => {10888},0.0134109758249515,0.610441767068273,0.0219692959237692,1.83521140263974,152
{10888,13090} => {11593},0.0134109758249515,0.28952380952381,0.0463208046585495,1.44113432461259,152
{13090,13473} => {10888},0.0220575260278807,0.620347394540943,0.0355567319569437,1.86499134475518,250
{10888,13090} => {13473},0.0220575260278807,0.476190476190476,0.0463208046585495,1.57626835781041,250
{11091,12100} => {13473},0.0132345156167284,0.566037735849057,0.0233809775895536,1.87367748192559,150
{11091,13473} => {12100},0.0132345156167284,0.283553875236295,0.0466737250749956,1.96442519677761,150
{11091,12100} => {10888},0.0126169048879478,0.539622641509434,0.0233809775895536,1.62230318802863,143
{10888,11091} => {12100},0.0126169048879478,0.286573146292585,0.0440268219516499,1.98534232278738,143
{11091,13212} => {13473},0.0134109758249515,0.610441767068273,0.0219692959237692,2.02066208760275,152
{11091,13473} => {13212},0.0134109758249515,0.287334593572779,0.0466737250749956,1.83576678892552,152
{11091,13212} => {10888},0.0127933650961708,0.582329317269076,0.0219692959237692,1.75069508804449,145
{10888,11091} => {13212},0.0127933650961708,0.290581162324649,0.0440268219516499,1.85650895929401,145
{11091,11745} => {13473},0.0102346920769367,0.477366255144033,0.0214399152991001,1.58016037844698,116
{11091,11745} => {10888},0.0104111522851597,0.48559670781893,0.0214399152991001,1.45988145528375,118
{11091,11593} => {10888},0.0101464619728251,0.522727272727273,0.019410622904535,1.5715095249578,115
{11091,13473} => {10888},0.0236456679018881,0.506616257088847,0.0466737250749956,1.52307391454774,268
{10888,11091} => {13473},0.0236456679018881,0.537074148296593,0.0440268219516499,1.77780327009158,268
{12100,12279} => {10888},0.0128815952002823,0.588709677419355,0.0218810658196577,1.76987678617267,146
{10888,12279} => {12100},0.0128815952002823,0.253472222222222,0.0508205399682372,1.75602332925835,146
{12279,13212} => {10888},0.0129698253043939,0.650442477876106,0.0199400035292042,1.95546818149809,147
{10888,12279} => {13212},0.0129698253043939,0.255208333333333,0.0508205399682372,1.63051366967306,147
{11745,12279} => {10888},0.0107640727016058,0.54954954954955,0.0195870831127581,1.65214710731952,122
{11593,12279} => {10888},0.015528498323628,0.628571428571429,0.0247044291512264,1.88971580143994,176
{10888,12279} => {11593},0.015528498323628,0.305555555555556,0.0508205399682372,1.52093397745572,176
{12279,13473} => {10888},0.0208223045703194,0.617801047120419,0.0337038997706017,1.85733609232436,236
{10888,12279} => {13473},0.0208223045703194,0.409722222222222,0.0508205399682372,1.35624756619938,236
{12711,13319} => {10888},0.0100582318687136,0.629834254143646,0.0159696488441856,1.89351231736448,114
{12100,12711} => {13473},0.0103229221810482,0.446564885496183,0.023116287277219,1.47820280730541,117
{12711,13473} => {12100},0.0103229221810482,0.263513513513513,0.0391741662255162,1.82558811868103,117
{12100,12711} => {10888},0.0147344273866243,0.637404580152672,0.023116287277219,1.91627148844838,167
{10888,12711} => {12100},0.0147344273866243,0.290434782608696,0.0507323098641256,2.01209524821941,167
{12711,13212} => {13473},0.0107640727016058,0.493927125506073,0.0217928357155461,1.6349795678989,122
{12711,13473} => {13212},0.0107640727016058,0.274774774774775,0.0391741662255161,1.75552271550017,122
{12711,13212} => {10888},0.0134109758249515,0.615384615384615,0.0217928357155461,1.85007141399714,152
{10888,12711} => {13212},0.0134109758249515,0.264347826086957,0.0507323098641256,1.68890544581148,152
{11745,12711} => {10888},0.0126169048879478,0.576612903225806,0.0218810658196577,1.73350945494994,143
{11593,12711} => {10888},0.0143815069701782,0.594890510948905,0.0241750485265573,1.78845863424268,163
{10888,12711} => {11593},0.0143815069701782,0.283478260869565,0.0507323098641256,1.41104198888698,163
{12711,13473} => {10888},0.0225869066525499,0.576576576576577,0.0391741662255162,1.73340024374507,256
{10888,12711} => {13473},0.0225869066525499,0.445217391304348,0.0507323098641256,1.47374238114588,256
{12100,13319} => {13473},0.0108523028057173,0.471264367816092,0.0230280571731075,1.55996213341927,123
